,bonds,stocks,cash
2009-12-01,-0.0014931666,0.00847344696840735,0.0018902685722193
2010-01-01,0.0061623589,-0.01700453502535859,0.0018902685722193
2010-02-01,0.0060982001,0.030192099535405248,0.0017071833022384
2010-03-01,0.0017261585,0.04445050224363656,0.0018902685722193
2010-04-01,0.0025005304,-0.02669605769012462,0.00182923643107347
2010-05-01,0.0089367483,-0.01818745923452858,0.0018902685722193
2010-06-01,0.0044979995,-0.05155798437718917,0.00196995732405281
2010-07-01,0.0056380153,0.022602566578189043,0.00211801587750626
2010-08-01,0.0073087037,-0.002794627916409942,0.00230515433655532
2010-09-01,0.0016708103,0.05256165986899708,0.00223071164421995
2010-10-01,0.003411351,0.0024826248997817935,0.00230515433655532
2010-11-01,-0.0025941508,0.017069094276995544,0.00223071164421995
2010-12-01,0.0014632019,0.01662519797646156,0.00230515433655532
2011-01-01,0.0017243132,0.021784447586087996,0.00230515433655532
2011-02-01,0.0012360573,0.06044840434708676,0.00208184284604629
2011-03-01,0.0015559782,-0.019698898222940242,0.00201091019816135
2011-04-01,0.0047855887,-0.01424891691239849,0.00182923643107347
2011-05-01,0.0068967215,-0.033966736211615944,0.0018902685722193
2011-06-01,0.0025109743,-0.019869620946646016,0.00182923643107347
2011-07-01,0.005522886,-0.06071361438800804,0.0018902685722193
2011-08-01,0.0109556503,-0.046243088629273954,0.0018902685722193
2011-09-01,0.0024565512,0.010912548172439696,0.00182923643107347
2011-10-01,0.0008930257,0.0458308513659782,0.0018902685722193
2011-11-01,3.44071e-05,0.022664226557196132,0.00182923643107347
2011-12-01,0.0098410847,-0.014458744876649332,0.0018902685722193
2012-01-01,0.0062462875,-0.0004061335067753191,0.0018902685722193
2012-02-01,0.0035869018,0.030899015703223842,0.00176820800782185
2012-03-01,0.001238615,0.04553889363384944,0.0018902685722193
2012-04-01,0.004077531,-0.0036999619373447867,0.00182923643107347
2012-05-01,0.002997804,-0.00491439480638467,0.0018902685722193
2012-06-01,0.00297341,-0.027793399358304938,0.00182923643107347
2012-07-01,0.005388833,0.00509600098861096,0.0018902685722193
2012-08-01,0.004663434,0.03888281419849804,0.0018902685722193
2012-09-01,0.00374099,-0.009555805528998929,0.00182923643107347
2012-10-01,0.00259732,-0.0051949771058315,0.0018902685722193
2012-11-01,0.004544767,0.022687922496711588,0.00182923643107347
2012-12-01,0.002868711,0.004907909436625557,0.0018902685722193
2013-01-01,0.0011944613,0.024259587065637023,0.0018902685722193
2013-02-01,0.0042059636,0.02012419471251592,0.0017071833022384
2013-03-01,0.0030232117,0.015114492782701605,0.0018902685722193
2013-04-01,0.0052014781,-0.00021111566051024155,0.00182923643107347
2013-05-01,-0.0016009355,0.07679437786051291,0.0018902685722193
2013-06-01,-0.0011104269,0.005297120162190527,0.00182923643107347
2013-07-01,0.0048860881,0.022227097336329882,0.0018902685722193
2013-08-01,0.0006412795,0.012137548559330025,0.0018902685722193
2013-09-01,0.0053145604,-0.021262700621934805,0.00182923643107347
2013-10-01,0.0054058778,0.041029009411803985,0.0018902685722193
2013-11-01,0.0035962705,0.03382332166560431,0.00182923643107347
2013-12-01,-0.0004136635,0.015357746564181207,0.0018902685722193
2014-01-01,0.0065394121,-0.020304815440456148,0.0018902685722193
2014-02-01,0.0032980355,0.014227140146221728,0.0017071833022384
2014-03-01,0.0021220575,-0.04076905418277155,0.00201760792065864
2014-04-01,0.004096313,0.014079459685355067,0.00207702519709252
2014-05-01,0.0054581356,0.038646223094303433,0.00230515433655532
2014-06-01,0.0037262089,-0.013790253279217568,0.0023574716715784
2014-07-01,0.0029273044,0.015246957693452412,0.00256518527013827
2014-08-01,0.0059584248,0.041512547377355435,0.00271819664073081
2014-09-01,0.0026697367,0.046610007185668545,0.00263039765920881
2014-10-01,0.0054964113,0.013720164496944243,0.00271819664073081
2014-11-01,0.0054027533,0.0190065617723707,0.00263039765920881
2014-12-01,0.0028213463,-0.012436296599392271,0.00271819664073081
2015-01-01,0.0090154406,0.0685056891475111,0.00271819664073081
2015-02-01,0.0013544388,0.019335024536395018,0.00245482275878439
2015-03-01,0.0051116219,-0.0009302189891329249,0.00271819664073081
2015-04-01,0.0027576979,0.0008073505725492147,0.00263039765920881
2015-05-01,0.0036131743,0.07855676564341496,0.00271819664073081
2015-06-01,0.0009423715,0.032833229011370424,0.00249736675903067
2015-07-01,0.0053742758,0.046078493548757704,0.00245192785784698
2015-08-01,0.002324041,-0.02167400982635148,0.00230515433655532
2015-09-01,0.0055879507,-0.04567310998442187,0.00209039969670344
2015-10-01,0.0025841841,0.02269677160750505,0.0020979429625585
2015-11-01,0.001919997,0.02523508554242948,0.00203019873289989
2015-12-01,0.0013916492,-0.05239041196452221,0.0019506089631649
2016-01-01,0.0097736284,-0.00782386078003161,0.0018902685722193
2016-02-01,0.0045631257,-0.02653050434782611,0.00176820800782185
2016-03-01,0.0028718069,0.013483360280881929,0.00174260466474419
2016-04-01,0.001716919,-0.00017839598000424228,0.00162782262910799
2016-05-01,0.002101063,0.04341443798125999,0.00168212899505038
2016-06-01,0.0079005447,-0.059814510807866816,0.00162782262910799
2016-07-01,0.0019164146,0.03399209106189005,0.00168212899505038
2016-08-01,0.0003318594,-0.013449600767355574,0.00154086580945756
2016-09-01,0.0032195192,0.0056222552743840915,0.00142595520226685
2016-10-01,-0.00074348,-0.014935975099262588,0.00147352204503859
2016-11-01,-0.0036959704,0.01015778628149544,0.0012843769513311
2016-12-01,0.0031405463,0.029815008094468576,0.00126444552049576
2017-01-01,0.0013369228,-0.015108214439718215,0.00126444552049576
2017-02-01,0.0033213152,0.046580833148810674,0.00114200998154801
2017-03-01,0.0011658117,0.05138496560373196,0.00126444552049576
2017-04-01,0.0036832216,0.04285800327435685,0.00122363201056341
2017-05-01,0.0028822235,-0.00033055134700954447,0.00126444552049576
2017-06-01,-0.0006950497,-0.036061123602682654,0.00122363201056341
2017-07-01,0.0030024272,0.0013367876800292056,0.00126444552049576
2017-08-01,0.0040376893,0.058169068871928076,0.00126444552049576
2017-09-01,-0.0010807747,0.005520651105095142,0.00122363201056341
2017-10-01,0.0019088648,0.0843013544949831,0.00126444552049576
2017-11-01,1.85997e-05,0.020660996731632242,0.00122363201056341
2017-12-01,0.0003755091,-0.022626914748934746,0.00126444552049576
2018-01-01,-0.0023406361,0.021280970511425412,0.00126444552049576
2018-02-01,0.0011921852,-0.008457086152001692,0.00114200998154801
2018-03-01,0.0041053622,-0.02061695819177234,0.00126444552049576
2018-04-01,-0.0008632928,0.03379407786811317,0.00122363201056341
2018-05-01,0.0010405052,0.02935913758983677,0.00126444552049576
2018-06-01,0.0023732487,0.03686993888619927,0.00122363201056341
2018-07-01,1.2195e-05,0.020449163989167296,0.00126444552049576
2018-08-01,0.0019589693,0.05661606248927731,0.00126444552049576
2018-09-01,-0.0002181853,0.0027669801215532974,0.00122363201056341
2018-10-01,0.0018860941,-0.0787740057948435,0.00126444552049576
2018-11-01,0.0041647043,-0.04309535766199335,0.00122363201056341
2018-12-01,0.0082125282,-0.05162335689645703,0.00126444552049576
2019-01-01,0.0030841062,0.04776663545808724,0.00126444552049576
2019-02-01,0.000142343,0.05284497243627517,0.00114200998154801
2019-03-01,0.0064021875,0.023255691601867357,0.00126444552049576
2019-04-01,0.0011485749,0.06532404923752622,0.00122363201056341
2019-05-01,0.0066039295,-0.030829961666711037,0.00110225591976754
2019-06-01,0.0054496665,0.03754615147969487,0.00102085089861426
